"Date","Czechoslovakia IRS 6M Spot Fwd 2 Years Term Yield","Czechoslovakia IRS 6M Spot Fwd 3 Years Term Yield","Czechoslovakia IRS 6M Spot Fwd 4 Years Term Yield","Czechoslovakia IRS 6M Spot Fwd 5 Years Term Yield","Czechoslovakia IRS 6M Spot Fwd 10 Years Term Yield","Hungary IRS 6M Spot Fwd 2 Years Term Yield","Hungary IRS 6M Spot Fwd 3 Years Term Yield","Hungary IRS 6M Spot Fwd 4 Years Term Yield","Hungary IRS 6M Spot Fwd 5 Years Term Yield","Hungary IRS 6M Spot Fwd 10 Years Term Yield","Israel IRS Spot Fwd 2 Years Term Yield","Israel IRS Spot Fwd 3 Years Term Yield","Israel IRS Spot Fwd 4 Years Term Yield","Israel IRS Spot Fwd 5 Years Term Yield","Israel IRS Spot Fwd 10 Years Term Yield","Poland IRS 3M Spot Fwd 2 Years Term Yield","Poland IRS 3M Spot Fwd 3 Years Term Yield","Poland IRS 3M Spot Fwd 4 Years Term Yield","Poland IRS 3M Spot Fwd 5 Years Term Yield","Poland IRS 3M Spot Fwd 10 Years Term Yield","Sweden IRS Spot Fwd 2 Years Term Yield","Sweden IRS Spot Fwd 3 Years Term Yield","Sweden IRS Spot Fwd 4 Years Term Yield","Sweden IRS Spot Fwd 5 Years Term Yield","Sweden IRS Spot Fwd 10 Years Term Yield","South Africa IRS Spot Fwd 2 Years Term Yield","South Africa IRS Spot Fwd 3 Years Term Yield","South Africa IRS Spot Fwd 4 Years Term Yield","South Africa IRS Spot Fwd 5 Years Term Yield","South Africa IRS Spot Fwd 10 Years Term Yield","US $ 2 Years Term Spot Fwd Mid Rate","US $ 3 Years Term Spot Fwd Mid Rate","US $ 4 Years Term Spot Fwd Mid Rate","US $ 5 Years Term Spot Fwd Mid Rate","US $ 10 Years Term Spot Fwd Mid Rate","Euro (vs. 3M Euribor) 2 Years Term Spot Fwd Mid Rate","Euro (vs. 3M Euribor) 3 Years Term Spot Fwd Mid Rate","Euro (vs. 3M Euribor) 4 Years Term Spot Fwd Mid Rate","Euro (vs. 3M Euribor) 5 Years Term Spot Fwd Mid Rate","Euro (vs. 3M Euribor) 10 Years Term Spot Fwd Mid Rate"
23-Sep-15,0.28,0.33,0.405,0.49,0.995,1.392,1.492,1.692,1.934,2.824,0.171,0.406,0.666,0.931,2.026,1.627,1.72,1.835,1.958,2.443,-0.168,0.025,0.245,0.48,1.326,7.077,7.375,7.595,7.78,8.345,0.796,1.062,1.288,1.488,2.14,-0.035,0.027,0.129,0.251,0.878
24-Sep-15,0.27,0.318,0.388,0.47,0.95,1.39,1.502,1.715,1.97,2.895,0.166,0.385,0.63,0.885,1.975,1.615,1.716,1.837,1.965,2.458,-0.179,0.015,0.233,0.467,1.312,7.077,7.375,7.595,7.78,8.345,0.781,1.044,1.274,1.475,2.117,-0.032,0.029,0.128,0.248,0.861
25-Sep-15,0.28,0.33,0.41,0.5,1.01,1.406,1.528,1.756,2.028,2.978,0.21,0.434,0.689,0.949,2.039,1.629,1.741,1.878,2.021,2.519,-0.168,0.034,0.261,0.503,1.37,7.165,7.465,7.685,7.868,8.423,0.8,1.064,1.294,1.496,2.147,-0.025,0.042,0.147,0.273,0.916
28-Sep-15,0.28,0.33,0.407,0.495,0.995,1.393,1.493,1.698,1.961,2.896,0.21,0.434,0.689,0.949,2.039,1.618,1.732,1.866,2.008,2.504,-0.19,0.005,0.228,0.471,1.331,7.209,7.525,7.745,7.93,8.485,0.765,1.013,1.235,1.429,2.057,-0.031,0.031,0.131,0.251,0.876
29-Sep-15,0.265,0.305,0.367,0.445,0.945,1.394,1.494,1.699,1.962,2.897,0.182,0.397,0.652,0.912,1.992,1.621,1.741,1.889,2.036,2.536,-0.182,0.011,0.231,0.468,1.324,7.199,7.53,7.765,7.955,8.51,0.745,0.984,1.194,1.383,1.999,-0.04,0.024,0.126,0.247,0.864
30-Sep-15,0.265,0.305,0.367,0.445,0.955,1.394,1.491,1.694,1.954,2.894,0.186,0.406,0.661,0.916,2.011,1.616,1.734,1.879,2.024,2.526,-0.17,0.025,0.253,0.494,1.36,7.125,7.425,7.655,7.84,8.395,0.759,0.999,1.209,1.397,2.01,-0.042,0.022,0.124,0.245,0.869
01-Oct-15,0.265,0.3,0.36,0.43,0.93,1.395,1.495,1.685,1.94,2.875,0.184,0.404,0.654,0.904,1.997,1.602,1.712,1.851,1.992,2.507,-0.183,0.006,0.227,0.46,1.308,7.101,7.4,7.63,7.815,8.365,0.772,1.016,1.229,1.418,2.03,-0.052,0.007,0.104,0.218,0.835
02-Oct-15,0.255,0.28,0.333,0.4,0.875,1.362,1.44,1.612,1.84,2.76,0.149,0.349,0.579,0.819,1.899,1.548,1.637,1.754,1.88,2.378,-0.196,-0.01,0.205,0.438,1.27,7.043,7.328,7.543,7.723,8.265,0.703,0.938,1.147,1.336,1.977,-0.058,-0.002,0.092,0.205,0.799
05-Oct-15,0.26,0.285,0.34,0.41,0.91,1.359,1.431,1.601,1.826,2.744,0.149,0.349,0.579,0.819,1.899,1.536,1.617,1.726,1.846,2.336,-0.18,0.006,0.225,0.46,1.31,6.973,7.25,7.455,7.63,8.19,0.738,0.98,1.199,1.399,2.047,-0.053,0.009,0.11,0.229,0.853
06-Oct-15,0.265,0.295,0.352,0.425,0.935,1.356,1.426,1.593,1.816,2.713,0.164,0.379,0.629,0.874,1.964,1.558,1.643,1.757,1.88,2.372,-0.171,0.023,0.247,0.486,1.348,6.958,7.24,7.445,7.62,8.19,0.73,0.974,1.19,1.384,2.023,-0.042,0.022,0.123,0.244,0.875
07-Oct-15,0.26,0.29,0.35,0.42,0.925,1.356,1.426,1.593,1.816,2.713,0.169,0.379,0.624,0.869,1.954,1.595,1.68,1.795,1.917,2.402,-0.163,0.032,0.258,0.499,1.36,6.912,7.182,7.387,7.559,8.129,0.747,0.993,1.214,1.411,2.04,-0.035,0.03,0.132,0.254,0.88
08-Oct-15,0.26,0.29,0.347,0.415,0.92,1.359,1.424,1.586,1.804,2.701,0.171,0.381,0.621,0.866,1.946,1.604,1.689,1.804,1.926,2.406,-0.163,0.035,0.263,0.502,1.357,6.924,7.201,7.411,7.589,8.169,0.755,1.014,1.243,1.447,2.092,-0.039,0.025,0.126,0.248,0.873
09-Oct-15,0.265,0.295,0.35,0.42,0.925,1.385,1.46,1.63,1.855,2.753,0.185,0.405,0.65,0.895,1.975,1.622,1.713,1.83,1.955,2.435,-0.156,0.048,0.277,0.52,1.397,6.893,7.168,7.375,7.55,8.13,0.77,1.029,1.254,1.45,2.08,-0.036,0.032,0.134,0.257,0.903
13-Oct-15,0.265,0.295,0.35,0.42,0.915,1.42,1.505,1.682,1.915,2.807,0.188,0.413,0.66,0.908,1.998,1.652,1.752,1.879,2.012,2.502,-0.17,0.033,0.27,0.517,1.386,6.948,7.238,7.451,7.631,8.228,0.743,0.99,1.206,1.397,2.025,-0.041,0.024,0.124,0.245,0.876
14-Oct-15,0.255,0.285,0.338,0.405,0.89,1.419,1.506,1.686,1.921,2.814,0.177,0.387,0.627,0.869,1.939,1.621,1.711,1.833,1.963,2.448,-0.187,0.009,0.241,0.485,1.341,6.884,7.164,7.376,7.556,8.166,0.67,0.899,1.111,1.302,1.928,-0.051,0.008,0.101,0.214,0.834
15-Oct-15,0.26,0.295,0.35,0.417,0.902,1.397,1.474,1.647,1.879,2.772,0.168,0.373,0.61,0.85,1.915,1.611,1.698,1.82,1.948,2.426,-0.202,-0.007,0.222,0.467,1.332,6.835,7.085,7.292,7.47,8.08,0.712,0.95,1.163,1.35,1.97,-0.054,0.01,0.109,0.228,0.85
16-Oct-15,0.27,0.3,0.35,0.415,0.9,1.397,1.48,1.655,1.89,2.782,0.171,0.376,0.611,0.851,1.911,1.615,1.701,1.824,1.955,2.433,-0.202,-0.006,0.218,0.459,1.327,6.831,7.078,7.283,7.461,8.078,0.728,0.973,1.184,1.37,1.982,-0.063,-0,0.098,0.216,0.841
19-Oct-15,0.27,0.3,0.352,0.42,0.915,1.402,1.487,1.665,1.9,2.792,0.18,0.395,0.635,0.875,1.937,1.622,1.712,1.837,1.972,2.449,-0.201,-0.011,0.21,0.45,1.333,6.855,7.102,7.312,7.495,8.122,0.716,0.962,1.178,1.37,1.992,-0.066,-0.004,0.096,0.216,0.851
20-Oct-15,0.27,0.3,0.352,0.42,0.925,1.386,1.471,1.648,1.873,2.746,0.19,0.41,0.655,0.9,1.97,1.65,1.745,1.875,2.012,2.494,-0.182,0.013,0.239,0.483,1.373,6.879,7.144,7.364,7.554,8.194,0.741,0.991,1.214,1.409,2.032,-0.049,0.019,0.124,0.25,0.899
21-Oct-15,0.27,0.295,0.345,0.407,0.887,1.399,1.507,1.682,1.912,2.814,0.177,0.392,0.632,0.872,1.937,1.626,1.724,1.854,1.991,2.476,-0.192,0.003,0.227,0.468,1.346,6.93,7.225,7.46,7.657,8.307,0.73,0.976,1.194,1.385,1.996,-0.054,0.007,0.105,0.222,0.851
22-Oct-15,0.245,0.265,0.31,0.365,0.82,1.367,1.45,1.612,1.827,2.73,0.162,0.364,0.599,0.834,1.899,1.541,1.633,1.77,1.911,2.406,-0.22,-0.023,0.201,0.441,1.322,6.897,7.187,7.422,7.619,8.257,0.719,0.963,1.181,1.371,1.991,-0.104,-0.045,0.053,0.172,0.805
23-Oct-15,0.24,0.26,0.302,0.36,0.805,1.367,1.45,1.612,1.827,2.73,0.161,0.366,0.596,0.831,1.901,1.508,1.599,1.739,1.883,2.383,-0.228,-0.03,0.197,0.441,1.326,6.927,7.217,7.452,7.647,8.264,0.761,1.012,1.232,1.426,2.036,-0.115,-0.053,0.048,0.168,0.813
26-Oct-15,0.245,0.265,0.307,0.365,0.805,1.355,1.435,1.59,1.8,2.703,0.151,0.339,0.556,0.784,1.829,1.517,1.612,1.754,1.907,2.437,-0.239,-0.052,0.17,0.41,1.295,6.923,7.205,7.438,7.63,8.245,0.752,0.995,1.21,1.4,1.993,-0.128,-0.069,0.03,0.15,0.792
27-Oct-15,0.24,0.255,0.29,0.34,0.77,1.348,1.413,1.551,1.751,2.648,0.151,0.331,0.533,0.741,1.751,1.486,1.571,1.693,1.831,2.358,-0.252,-0.077,0.135,0.368,1.251,6.955,7.237,7.467,7.66,8.247,0.732,0.967,1.176,1.363,1.967,-0.142,-0.089,0.004,0.118,0.735
28-Oct-15,0.24,0.255,0.292,0.345,0.775,1.355,1.425,1.565,1.768,2.68,0.156,0.336,0.546,0.761,1.771,1.474,1.552,1.664,1.794,2.309,-0.256,-0.089,0.117,0.349,1.234,6.912,7.182,7.407,7.597,8.182,0.808,1.055,1.268,1.456,2.024,-0.147,-0.097,-0.005,0.109,0.732
29-Oct-15,0.255,0.282,0.333,0.395,0.835,1.398,1.488,1.641,1.851,2.796,0.187,0.387,0.612,0.837,1.857,1.495,1.58,1.704,1.84,2.363,-0.219,-0.038,0.184,0.424,1.327,6.992,7.262,7.485,7.672,8.242,0.845,1.106,1.327,1.515,2.099,-0.121,-0.058,0.046,0.169,0.821
30-Oct-15,0.26,0.282,0.335,0.398,0.833,1.383,1.466,1.611,1.806,2.733,0.191,0.391,0.616,0.841,1.861,1.493,1.572,1.689,1.823,2.343,-0.218,-0.036,0.185,0.428,1.329,6.976,7.241,7.451,7.631,8.218,0.85,1.111,1.324,1.505,2.068,-0.119,-0.056,0.049,0.174,0.817
02-Nov-15,0.27,0.297,0.355,0.417,0.863,1.391,1.473,1.618,1.813,2.736,0.196,0.401,0.639,0.879,1.904,1.495,1.579,1.698,1.836,2.37,-0.218,-0.028,0.2,0.446,1.37,6.966,7.231,7.444,7.624,8.216,0.872,1.134,1.351,1.536,2.104,-0.108,-0.043,0.065,0.193,0.854
03-Nov-15,0.27,0.297,0.36,0.422,0.873,1.388,1.47,1.61,1.8,2.715,0.199,0.414,0.659,0.909,1.944,1.495,1.575,1.7,1.837,2.382,-0.229,-0.037,0.193,0.44,1.37,6.997,7.269,7.486,7.671,8.271,0.879,1.141,1.359,1.543,2.124,-0.121,-0.055,0.053,0.182,0.857
04-Nov-15,0.27,0.3,0.36,0.425,0.885,1.415,1.498,1.635,1.815,2.695,0.215,0.435,0.685,0.935,1.995,1.511,1.596,1.726,1.866,2.424,-0.229,-0.036,0.197,0.447,1.382,7.042,7.317,7.537,7.722,8.327,0.908,1.175,1.389,1.567,2.113,-0.121,-0.058,0.05,0.18,0.863
05-Nov-15,0.27,0.3,0.36,0.425,0.885,1.426,1.516,1.661,1.849,2.734,0.227,0.447,0.692,0.937,1.997,1.512,1.602,1.739,1.882,2.445,-0.231,-0.037,0.195,0.443,1.39,7.049,7.317,7.529,7.712,8.312,0.909,1.175,1.387,1.562,2.11,-0.125,-0.062,0.046,0.174,0.863
06-Nov-15,0.29,0.325,0.388,0.455,0.93,1.467,1.589,1.759,1.969,2.884,0.298,0.533,0.785,1.038,2.088,1.556,1.668,1.818,1.977,2.529,-0.218,-0.011,0.231,0.491,1.463,7.16,7.44,7.655,7.835,8.405,0.983,1.276,1.507,1.691,2.234,-0.106,-0.035,0.081,0.219,0.918
09-Nov-15,0.295,0.328,0.39,0.46,0.925,1.455,1.583,1.758,1.973,2.888,0.306,0.549,0.806,1.061,2.081,1.561,1.68,1.84,2.003,2.555,-0.213,-0.01,0.229,0.487,1.461,7.202,7.5,7.722,7.902,8.47,0.975,1.27,1.498,1.68,2.231,-0.132,-0.065,0.047,0.181,0.894
10-Nov-15,0.29,0.32,0.375,0.44,0.9,1.446,1.566,1.736,1.946,2.851,0.291,0.529,0.784,1.036,2.056,1.522,1.627,1.772,1.924,2.474,-0.224,-0.025,0.211,0.467,1.431,7.183,7.491,7.716,7.898,8.468,0.954,1.243,1.47,1.652,2.213,-0.16,-0.096,0.016,0.152,0.869
12-Nov-15,0.29,0.32,0.375,0.44,0.89,1.435,1.54,1.705,1.9,2.783,0.268,0.498,0.743,0.986,2.001,1.478,1.563,1.705,1.851,2.398,-0.211,-0.006,0.244,0.503,1.471,7.214,7.522,7.752,7.942,8.512,0.979,1.267,1.49,1.667,2.208,-0.167,-0.101,0.014,0.152,0.864
13-Nov-15,0.3,0.33,0.38,0.44,0.865,1.403,1.486,1.633,1.823,2.696,0.265,0.49,0.727,0.965,1.97,1.489,1.571,1.698,1.837,2.392,-0.219,-0.015,0.229,0.484,1.44,7.225,7.54,7.773,7.963,8.533,0.946,1.224,1.44,1.617,2.162,-0.172,-0.108,0.001,0.134,0.833
16-Nov-15,0.295,0.325,0.378,0.44,0.865,1.394,1.474,1.614,1.799,2.667,0.269,0.489,0.724,0.959,1.964,1.483,1.558,1.676,1.81,2.355,-0.233,-0.037,0.198,0.453,1.403,7.221,7.529,7.759,7.946,8.509,0.939,1.212,1.43,1.606,2.158,-0.171,-0.11,-0.002,0.13,0.814
17-Nov-15,0.29,0.32,0.372,0.435,0.855,1.392,1.477,1.619,1.804,2.672,0.29,0.51,0.748,0.985,2.015,1.49,1.572,1.695,1.834,2.387,-0.251,-0.051,0.187,0.442,1.4,7.197,7.497,7.722,7.904,8.452,0.945,1.216,1.429,1.6,2.132,-0.183,-0.123,-0.013,0.119,0.809
18-Nov-15,0.275,0.302,0.36,0.425,0.84,1.402,1.497,1.645,1.832,2.707,0.297,0.519,0.752,0.984,2.014,1.491,1.576,1.701,1.843,2.401,-0.259,-0.059,0.177,0.433,1.388,7.159,7.459,7.684,7.866,8.411,0.951,1.225,1.438,1.607,2.128,-0.183,-0.126,-0.019,0.111,0.787
19-Nov-15,0.27,0.297,0.355,0.42,0.835,1.394,1.484,1.629,1.811,2.666,0.287,0.504,0.732,0.959,1.959,1.486,1.568,1.693,1.831,2.379,-0.262,-0.059,0.18,0.436,1.383,7.156,7.441,7.656,7.828,8.346,0.953,1.213,1.414,1.572,2.082,-0.184,-0.131,-0.031,0.092,0.758
20-Nov-15,0.27,0.3,0.355,0.415,0.802,1.389,1.479,1.619,1.799,2.639,0.281,0.496,0.719,0.944,1.944,1.482,1.558,1.678,1.812,2.349,-0.277,-0.078,0.155,0.41,1.355,7.157,7.417,7.622,7.792,8.304,0.963,1.221,1.42,1.578,2.091,-0.213,-0.162,-0.06,0.065,0.736
23-Nov-15,0.278,0.315,0.37,0.435,0.83,1.4,1.492,1.635,1.817,2.657,0.285,0.51,0.74,0.97,1.97,1.49,1.569,1.691,1.828,2.363,-0.267,-0.069,0.17,0.428,1.381,7.183,7.453,7.663,7.836,8.356,0.988,1.242,1.439,1.595,2.099,-0.219,-0.167,-0.06,0.071,0.768
24-Nov-15,0.275,0.312,0.367,0.432,0.815,1.399,1.489,1.629,1.809,2.646,0.284,0.509,0.736,0.964,1.959,1.484,1.552,1.664,1.796,2.316,-0.266,-0.069,0.166,0.419,1.361,7.149,7.419,7.631,7.804,8.336,0.99,1.247,1.442,1.6,2.115,-0.204,-0.155,-0.051,0.075,0.749
25-Nov-15,0.263,0.3,0.355,0.42,0.8,1.404,1.504,1.649,1.831,2.671,0.284,0.509,0.734,0.959,1.949,1.465,1.533,1.64,1.768,2.28,-0.286,-0.088,0.147,0.403,1.328,7.15,7.415,7.63,7.805,8.35,0.988,1.24,1.432,1.586,2.094,-0.22,-0.17,-0.067,0.059,0.735
27-Nov-15,0.21,0.242,0.3,0.365,0.76,1.407,1.517,1.667,1.852,2.7,0.299,0.529,0.749,0.971,1.956,1.449,1.515,1.618,1.737,2.245,-0.307,-0.112,0.123,0.379,1.297,7.197,7.457,7.677,7.86,8.42,0.985,1.235,1.424,1.578,2.087,-0.228,-0.179,-0.079,0.046,0.724
30-Nov-15,0.175,0.205,0.26,0.325,0.743,1.401,1.508,1.656,1.838,2.686,0.293,0.523,0.738,0.953,1.943,1.465,1.533,1.64,1.765,2.28,-0.28,-0.08,0.158,0.415,1.335,7.212,7.477,7.699,7.884,8.442,0.995,1.238,1.422,1.571,2.07,-0.225,-0.171,-0.067,0.06,0.747
01-Dec-15,0.155,0.19,0.25,0.315,0.74,1.401,1.508,1.656,1.838,2.686,0.298,0.523,0.741,0.956,1.941,1.458,1.53,1.638,1.765,2.28,-0.303,-0.1,0.136,0.393,1.35,7.243,7.515,7.74,7.925,8.47,0.972,1.203,1.383,1.529,2.031,-0.246,-0.194,-0.092,0.035,0.734
02-Dec-15,0.155,0.19,0.253,0.32,0.755,1.399,1.504,1.652,1.834,2.682,0.296,0.521,0.738,0.956,1.941,1.445,1.518,1.625,1.75,2.26,-0.301,-0.095,0.142,0.398,1.356,7.254,7.522,7.742,7.922,8.457,1.006,1.244,1.426,1.572,2.069,-0.251,-0.202,-0.1,0.028,0.724
03-Dec-15,0.24,0.278,0.35,0.43,0.86,1.448,1.585,1.763,1.963,2.833,0.317,0.562,0.804,1.037,2.027,1.496,1.591,1.72,1.859,2.389,-0.212,0.02,0.271,0.536,1.507,7.285,7.555,7.78,7.965,8.498,1.04,1.301,1.506,1.671,2.211,-0.118,-0.061,0.048,0.185,0.877
04-Dec-15,0.285,0.328,0.412,0.505,0.935,1.451,1.596,1.781,1.988,2.873,0.351,0.596,0.839,1.069,2.059,1.514,1.619,1.76,1.917,2.462,-0.171,0.063,0.318,0.586,1.555,7.298,7.575,7.798,7.98,8.51,1.04,1.294,1.489,1.648,2.165,-0.122,-0.053,0.063,0.203,0.898
07-Dec-15,0.275,0.315,0.388,0.475,0.89,1.423,1.556,1.731,1.931,2.808,0.354,0.604,0.854,1.092,2.074,1.497,1.595,1.727,1.87,2.412,-0.187,0.035,0.284,0.544,1.487,7.383,7.68,7.913,8.105,8.65,1.044,1.287,1.471,1.621,2.119,-0.147,-0.089,0.015,0.142,0.811
08-Dec-15,0.285,0.325,0.4,0.49,0.905,1.389,1.517,1.687,1.882,2.752,0.333,0.578,0.825,1.06,2.04,1.518,1.623,1.76,1.908,2.44,-0.194,0.033,0.292,0.559,1.509,7.38,7.703,7.953,8.145,8.67,1.059,1.301,1.483,1.629,2.132,-0.151,-0.092,0.011,0.136,0.8
09-Dec-15,0.3,0.343,0.415,0.505,0.915,1.413,1.558,1.743,1.946,2.838,0.345,0.59,0.84,1.08,2.065,1.556,1.681,1.841,1.994,2.524,-0.191,0.043,0.309,0.583,1.551,7.359,7.674,7.934,8.139,8.684,1.027,1.265,1.446,1.592,2.104,-0.151,-0.09,0.017,0.146,0.832
10-Dec-15,0.31,0.35,0.42,0.505,0.895,1.429,1.579,1.777,1.989,2.912,0.335,0.58,0.827,1.065,2.05,1.571,1.706,1.872,2.028,2.551,-0.222,0.01,0.277,0.541,1.499,7.89,8.26,8.545,8.755,9.275,1.055,1.3,1.492,1.646,2.163,-0.157,-0.1,0.005,0.133,0.807
11-Dec-15,0.325,0.365,0.432,0.515,0.885,1.478,1.661,1.873,2.091,3.036,0.35,0.598,0.845,1.08,2.06,1.619,1.77,1.94,2.099,2.593,-0.246,-0.017,0.244,0.507,1.458,8.315,8.725,9.02,9.23,9.73,1.003,1.236,1.415,1.568,2.084,-0.171,-0.115,-0.011,0.115,0.775
14-Dec-15,0.35,0.395,0.472,0.555,0.925,1.505,1.688,1.9,2.118,3.063,0.365,0.61,0.855,1.09,2.07,1.694,1.858,2.035,2.201,2.681,-0.247,-0.021,0.235,0.497,1.451,8.064,8.494,8.814,9.039,9.546,1.021,1.258,1.447,1.606,2.129,-0.17,-0.11,-0,0.133,0.799
15-Dec-15,0.415,0.463,0.532,0.615,0.98,1.499,1.686,1.904,2.126,3.076,0.381,0.636,0.886,1.126,2.106,1.658,1.819,1.991,2.155,2.63,-0.208,0.022,0.293,0.565,1.515,7.851,8.211,8.481,8.681,9.179,1.04,1.286,1.484,1.646,2.172,-0.158,-0.083,0.041,0.188,0.879
16-Dec-15,0.405,0.46,0.53,0.605,0.975,1.499,1.699,1.919,2.144,3.096,0.369,0.624,0.877,1.119,2.099,1.684,1.848,2.027,2.199,2.683,-0.203,0.039,0.319,0.604,1.565,7.851,8.211,8.481,8.681,9.179,1.074,1.328,1.526,1.687,2.201,-0.153,-0.075,0.052,0.202,0.897
17-Dec-15,0.39,0.445,0.515,0.585,0.95,1.463,1.653,1.863,2.078,3.01,0.355,0.6,0.843,1.078,2.043,1.625,1.772,1.933,2.087,2.555,-0.192,0.061,0.344,0.625,1.573,7.81,8.155,8.415,8.61,9.095,1.099,1.348,1.537,1.687,2.157,-0.162,-0.09,0.029,0.168,0.84
18-Dec-15,0.375,0.427,0.495,0.565,0.92,1.451,1.616,1.821,2.036,2.959,0.343,0.588,0.83,1.065,2.03,1.597,1.718,1.867,2.014,2.484,-0.194,0.06,0.335,0.612,1.544,7.799,8.124,8.364,8.554,9.034,1.094,1.336,1.521,1.669,2.137,-0.168,-0.1,0.011,0.142,0.795
21-Dec-15,0.385,0.438,0.507,0.58,0.935,1.446,1.591,1.784,1.999,2.901,0.347,0.597,0.842,1.074,2.034,1.587,1.706,1.848,1.99,2.457,-0.18,0.084,0.368,0.653,1.589,7.833,8.165,8.405,8.595,9.08,1.1,1.333,1.515,1.665,2.143,-0.16,-0.088,0.025,0.158,0.809
22-Dec-15,0.39,0.448,0.522,0.6,0.96,1.443,1.593,1.788,2.006,2.896,0.348,0.598,0.845,1.08,2.04,1.598,1.72,1.866,2.01,2.483,-0.157,0.114,0.411,0.691,1.627,7.863,8.205,8.445,8.635,9.12,1.116,1.355,1.543,1.695,2.181,-0.143,-0.062,0.06,0.198,0.865
23-Dec-15,0.395,0.455,0.535,0.615,0.975,1.445,1.595,1.79,2.01,2.895,0.359,0.609,0.856,1.091,2.051,1.601,1.722,1.869,2.013,2.485,-0.151,0.123,0.422,0.711,1.66,7.949,8.28,8.515,8.7,9.175,1.125,1.37,1.552,1.705,2.192,-0.142,-0.056,0.073,0.218,0.895
24-Dec-15,0.395,0.455,0.535,0.615,0.975,1.446,1.596,1.791,2.011,2.896,0.359,0.609,0.856,1.091,2.051,1.585,1.696,1.836,1.977,2.449,-0.151,0.123,0.422,0.711,1.66,7.95,8.28,8.515,8.7,9.175,1.129,1.37,1.549,1.695,2.171,-0.142,-0.056,0.073,0.218,0.895
28-Dec-15,0.395,0.455,0.535,0.615,0.975,1.446,1.596,1.791,2.011,2.896,0.359,0.609,0.856,1.091,2.051,1.585,1.696,1.836,1.977,2.449,-0.151,0.123,0.422,0.711,1.66,7.949,8.28,8.515,8.7,9.175,1.139,1.378,1.552,1.696,2.157,-0.142,-0.056,0.073,0.218,0.895
29-Dec-15,0.4,0.46,0.545,0.63,0.99,1.44,1.58,1.775,1.995,2.875,0.345,0.59,0.833,1.063,2.013,1.584,1.705,1.847,1.985,2.455,-0.104,0.17,0.466,0.746,1.661,8.005,8.355,8.61,8.8,9.267,1.179,1.432,1.612,1.757,2.229,-0.142,-0.054,0.073,0.21,0.884
30-Dec-15,0.405,0.47,0.555,0.64,1.01,1.44,1.58,1.775,1.99,2.855,0.347,0.597,0.842,1.075,2.025,1.597,1.722,1.869,2.005,2.49,-0.125,0.148,0.444,0.724,1.631,8.07,8.425,8.685,8.88,9.347,1.183,1.43,1.612,1.756,2.224,-0.147,-0.055,0.073,0.214,0.894
31-Dec-15,0.405,0.47,0.555,0.64,1.01,1.44,1.58,1.775,1.99,2.855,0.347,0.597,0.842,1.075,2.025,1.597,1.723,1.869,2.005,2.49,-0.125,0.148,0.444,0.724,1.631,8.07,8.425,8.685,8.88,9.347,1.173,1.415,1.59,1.731,2.189,-0.147,-0.055,0.073,0.214,0.894
04-Jan-16,0.395,0.465,0.542,0.625,0.98,1.422,1.562,1.757,1.972,2.837,0.33,0.57,0.81,1.04,1.995,1.62,1.75,1.898,2.037,2.53,-0.135,0.114,0.393,0.663,1.575,8.118,8.478,8.735,8.928,9.408,1.155,1.391,1.566,1.708,2.167,-0.161,-0.078,0.043,0.178,0.828
05-Jan-16,0.37,0.44,0.522,0.608,0.97,1.418,1.558,1.748,1.955,2.818,0.328,0.568,0.808,1.035,1.998,1.615,1.753,1.9,2.04,2.538,-0.169,0.068,0.336,0.604,1.526,7.99,8.345,8.602,8.795,9.28,1.14,1.37,1.545,1.687,2.159,-0.18,-0.106,0.009,0.139,0.806
06-Jan-16,0.34,0.4,0.482,0.573,0.935,1.402,1.527,1.705,1.9,2.755,0.297,0.532,0.772,0.997,1.977,1.603,1.735,1.88,2.015,2.512,-0.169,0.068,0.336,0.604,1.526,7.927,8.287,8.55,8.747,9.247,1.092,1.307,1.472,1.608,2.081,-0.194,-0.124,-0.012,0.116,0.77
07-Jan-16,0.325,0.378,0.455,0.54,0.925,1.422,1.567,1.757,1.962,2.842,0.285,0.518,0.755,0.983,1.963,1.595,1.742,1.904,2.05,2.578,-0.185,0.054,0.324,0.587,1.501,7.951,8.316,8.576,8.771,9.286,1.048,1.257,1.423,1.561,2.047,-0.189,-0.115,0.002,0.136,0.801
08-Jan-16,0.32,0.375,0.453,0.54,0.93,1.399,1.539,1.724,1.924,2.794,0.279,0.509,0.749,0.974,1.954,1.536,1.675,1.834,1.981,2.496,-0.207,0.033,0.3,0.562,1.476,7.905,8.265,8.525,8.72,9.23,1.032,1.225,1.383,1.517,1.998,-0.197,-0.126,-0.015,0.115,0.77
11-Jan-16,0.33,0.383,0.463,0.55,0.96,1.363,1.493,1.67,1.865,2.735,0.256,0.468,0.698,0.923,1.908,1.507,1.65,1.819,1.974,2.496,-0.209,0.03,0.295,0.556,1.476,8.036,8.391,8.651,8.849,9.359,1.009,1.198,1.36,1.499,2.004,-0.195,-0.124,-0.01,0.122,0.782
12-Jan-16,0.33,0.383,0.465,0.555,0.97,1.329,1.434,1.589,1.761,2.606,0.248,0.455,0.683,0.908,1.893,1.437,1.567,1.737,1.892,2.427,-0.212,0.012,0.271,0.53,1.439,7.97,8.325,8.59,8.79,9.292,0.993,1.173,1.324,1.457,1.946,-0.198,-0.128,-0.014,0.118,0.774
